,track_id,track_name,artists,track_genre,popularity,energy,tempo,valence,danceability,loudness,intensity,cluster
72258,1CH4iKlzvNAKMT8l88Qdmr,ONE LAST TIME,The Plot In You,metalcore,49,0.898,120.01,0.425,0.544,-4.614,{3},104
72259,6EWepM3ld6UUzS2heUGNtg,abcdefu,Our Last Night,metalcore,58,0.965,129.881,0.331,0.491,-4.911,{3},104
72261,6wqMBrsXDJhwAaGi6DvJ2M,This is Halloween,Our Last Night,metalcore,57,0.951,167.042,0.453,0.393,-4.733,{3},11
72264,6FqBQIRLJMluO10YtDbETv,Riptide,Beartooth,metalcore,65,0.934,128.037,0.55,0.477,-2.884,{3},104
72269,0ceW5TkemJUEmJERavfqQq,wonderful life (feat. Dani Filth),Bring Me The Horizon;Dani Filth,metalcore,56,0.964,173.058,0.406,0.406,-4.076,{3},11
72271,4JsDHMv5PVO8N07DbDq33r,All I Want,A Day To Remember,metalcore,68,0.981,160.042,0.207,0.349,-3.228,{3},11
72272,60ns0VdKqXDHiQ9wAgE73e,Never Know,Bad Omens,metalcore,57,0.921,151.769,0.129,0.381,-4.212,{3},11
72276,690SQwV9HI5aK07YO5yByz,Losing Control,Villain of the Story,metalcore,56,0.966,125.037,0.474,0.548,-4.616,{3},104
72277,0k6wiMT26Wc3K4B2IiloUw,Waking the Demon,Bullet For My Valentine,metalcore,51,0.995,127.908,0.135,0.306,-3.203,{3},104
72279,1LLiDI21J4WWlmqk7zsm9v,Holy Roller,Spiritbox,metalcore,19,0.948,161.244,0.167,0.419,-5.944,{3},11
72289,7ln7o4q6y9h8qEc6hGrtr1,Tears Don't Fall,Bullet For My Valentine,metalcore,56,0.931,162.115,0.233,0.214,-3.347,{3},11
72292,2PTP5F8LJomTlxciEwjMmc,when we were young,Architects,metalcore,47,0.938,170.047,0.409,0.441,-3.011,{3},11
72294,07biMowcpdaymeMN6S6Kq2,Severed Ties Yield Severed Heads,It Dies Today,metalcore,30,0.933,171.099,0.557,0.342,-4.064,{3},11
72300,78ML3F5Lz3KiNkpnFAaR3q,Good Girls Bad Guys,Falling In Reverse,metalcore,65,0.948,146.46,0.611,0.474,-2.592,{3},104
72302,6dvh0VS6h6QBihnGFOxZtI,Весна,Wildways,metalcore,37,0.911,120.016,0.35,0.5,-3.192,{3},104
72303,31iAZuJu1Obz239eDpMfee,Make Believe,Memphis May Fire,metalcore,17,0.924,131.014,0.49,0.556,-4.048,{3},104
72304,1etHDrmg3sdSfOpSVMw0G4,Runaway,Dream on Dreamer,metalcore,55,0.914,172.005,0.232,0.399,-3.733,{3},11
72305,7zWPlO8Mcjc5mQGf7v8dlE,Into The Fire,Asking Alexandria,metalcore,58,0.965,175.014,0.292,0.375,-2.436,{3},11
72306,3VnBhHJdT7p05Wtenu4fmt,Mr. Highway's Thinking About The End,A Day To Remember,metalcore,63,0.916,150.091,0.451,0.301,-6.218,{3},11
72314,1KHKeIouP04dDtl0EetgED,The Downfall Of Us All,A Day To Remember,metalcore,70,0.881,129.947,0.709,0.588,-4.62,{3},104
72315,0DfRNaeaJaKoTepzMQIxtg,Venom,Bullet For My Valentine,metalcore,48,0.976,146.066,0.545,0.468,-4.013,{3},104
72319,0JWpbl3Ppr71ONy6VDP5vu,Hold Me Now,Caskets,metalcore,55,0.92,140.049,0.346,0.498,-6.465,{3},104
72321,0ofLz0b9mmXXvDgQp7XPRd,Lifelines,I Prevail,metalcore,59,0.94,160.03,0.532,0.503,-4.66,{3},104
72323,3iWlbqAaoIR7H7gyO3a6rV,Tears Don't Fall,Bullet For My Valentine,metalcore,56,0.924,162.128,0.244,0.212,-3.349,{3},11
72324,0d2mj7p92bZEckjowsc1a4,Meteor,Architects,metalcore,55,0.957,136.142,0.249,0.429,-3.069,{3},104
72325,1Jo1KIp5rigqKayHmce0Lz,HEAVEN DON'T CRY,Demon Hunter,metalcore,55,0.893,130.044,0.295,0.444,-6.139,{3},104
72326,2gF7u3yLBTy6vGrxwQBoGF,Masterpiece,Motionless In White,metalcore,60,0.863,177.985,0.394,0.324,-3.716,{3},11
72327,4MszbfXWf5j6jsvOgiE1Mz,Toxic Pretender,Vanna,metalcore,28,0.991,150.044,0.111,0.232,-2.912,{3},11
72329,3VGheGbJrEnGvwteXNBDNt,Hereafter,Architects,metalcore,55,0.973,121.018,0.159,0.513,-4.115,{3},104
72330,1FXHf8bzBY6BV8atsqGPBN,Hallucinate,The Devil Wears Prada,metalcore,54,0.948,134.026,0.112,0.492,-4.531,{3},104
72332,7lYrz70DntWR7o8Sqfz0Ok,The Sound Of Truth,As I Lay Dying,metalcore,54,0.981,165.018,0.277,0.368,-4.084,{3},11
72335,03jdl5GTBhKsgB1Yw8mVPh,In Between,Beartooth,metalcore,65,0.972,128.092,0.449,0.462,-2.642,{3},104
72336,1ZEoYuekZQo62DLFtPVdqT,Waking the Demon,Bullet For My Valentine,metalcore,54,0.995,127.908,0.135,0.306,-3.203,{3},104
72339,0T8P86fvSK8kCUJFYPZbIH,All Signs Point To Lauderdale,A Day To Remember,metalcore,67,0.983,149.95,0.513,0.425,-3.437,{3},104
72346,4fpdKDIpr8YVg89VRlLL2r,"Fast Forward To 2012 - Live At The Capitol / Ocala, FL / January 5, 2008",A Day To Remember,metalcore,30,0.956,143.069,0.137,0.315,-8.301,{3},11
72347,15zUfY9L1p7bN9JsgaTAP0,Strife,Trivium,metalcore,58,0.987,142.031,0.309,0.461,-1.711,{3},104
72348,1EdHRAkS19Pj4B0mohrpjX,Chris Brown's Latest Hit,Ice Nine Kills,metalcore,30,0.95,135.067,0.457,0.51,-4.058,{3},104
72350,7kX56S5T5acyvFmEWwDait,Roses,Awaken I Am,metalcore,55,0.931,138.01,0.394,0.525,-3.304,{3},104
72352,1v2e2rAmPZMXsUl3zdQLN0,Bend,Volumes,metalcore,50,0.861,150.96,0.484,0.507,-6.259,{3},104
72355,0Fk2NcRQpungRyAx9Y6KTk,A Prophecy,Asking Alexandria,metalcore,58,0.943,149.992,0.0501,0.233,-3.443,{3},11
72358,1wZy1qIk3qPVv33I9bALi6,Why Am I Like This?,The Word Alive,metalcore,54,0.949,175.103,0.23,0.321,-3.332,{3},11
72361,7oUkPewtWnIAQ8MncVTXBv,Don't Need You - Edit,Bullet For My Valentine,metalcore,52,0.962,152.327,0.303,0.206,-4.714,{3},11
72362,6baGTtDakSNvUfW3FJd8yX,heavy metal (feat. Rahzel),Bring Me The Horizon;Rahzel,metalcore,56,0.914,129.935,0.512,0.589,-3.582,{3},104
72363,2VJ8DjdaOC5G3deIAefhq3,Itch For The Cure (When Will We Be Free?),Bring Me The Horizon,metalcore,54,0.884,180.908,0.0584,0.192,-5.42,{3},11
72365,6RbeLGGRcELEeKjMAplpap,"Hey Baby, Here's That Song You Wanted",blessthefall,metalcore,61,0.955,184.916,0.454,0.199,-2.774,{3},11
72369,50xyeJL2Hs9FDgtI1ROeB0,Royal Beggars,Architects,metalcore,52,0.87,178.111,0.132,0.376,-4.566,{3},11
72372,43I7DWS2yqIAbF3oFZ3rLP,Sacrifice,The Devil Wears Prada,metalcore,56,0.959,173.939,0.21,0.207,-3.67,{3},11
72373,0Pl5XX0MbdQ5E702GBhnUn,Stitch,Wage War,metalcore,62,0.968,149.989,0.392,0.501,-5.324,{3},104
72374,3gRwYAsiX4e50J43BkmZxI,Low,Wage War,metalcore,59,0.967,129.994,0.498,0.5,-3.218,{3},104
72376,0vPkRB52RENZMpHybpFKYK,Brand New Numb,Motionless In White,metalcore,62,0.886,130.066,0.619,0.566,-3.63,{3},104
72380,4RUmLxHGEoeyG3TU78OCLG,Waking the Demon,Bullet For My Valentine,metalcore,51,0.995,127.908,0.135,0.306,-3.203,{3},104
72381,3RV8G3G7ACo0lRLvE2mhXP,BORED,Ocean Grove;Dune Rats,metalcore,28,0.866,134.94,0.523,0.444,-5.428,{3},104
72382,5Rb3OxCE0BAuDfgTr4awtF,Antisocialist,Asking Alexandria,metalcore,56,0.852,129.969,0.378,0.572,-4.712,{3},104
72386,63GJDO5mxiFP1ZQEpdUWRd,The Remedy,Polaris,metalcore,57,0.995,183.985,0.167,0.356,-3.366,{3},11
72387,5I6CHJ7deFzfpktAMjYLsr,Midwest Monsters,King 810,metalcore,29,0.949,125.104,0.156,0.483,-5.19,{3},104
72392,52DtQQcCl82YR38T8oP0WK,You Scratched My Anchor,Ice Nine Kills,metalcore,29,0.964,187.998,0.659,0.19,-2.85,{3},11
72393,3zxcrIUvm2eSTs4ZzzDtvk,My Questions,The Devil Wears Prada,metalcore,28,0.973,139.716,0.191,0.303,-2.907,{3},11
72395,3lFakZehrbVDh7v52lunxS,Red Sky Warning,Ice Nine Kills,metalcore,29,0.978,199.92,0.354,0.316,-4.453,{3},11
72401,4d8iN5Re3A6UOYVxZAbJ7v,Obsolete,Of Mice & Men,metalcore,54,0.95,191.741,0.246,0.407,-6.998,{3},11
72403,7fQox8Ere1HDm0jhSnsFHu,Obey (with YUNGBLUD),Bring Me The Horizon;YUNGBLUD,metalcore,55,0.99,137.061,0.204,0.462,-3.175,{3},104
72405,7zgIdPmFuTRPj7MsAKV0lH,Knives,Bullet For My Valentine,metalcore,51,0.974,135.949,0.191,0.515,-3.716,{3},104
72406,0y0v0SDevDcGW5rsDElup3,Thoughts & Prayers,Motionless In White,metalcore,60,0.962,200.142,0.473,0.321,-3.364,{3},11
72407,1KF6uW84ksAUlTMy08gP1R,Somebody Told Me,Motionless In White,metalcore,61,0.961,138.029,0.65,0.486,-3.687,{3},104
72408,2nuA1esWzYEgnfQ4DpsSsm,Dying in Your Arms,Trivium,metalcore,53,0.933,159.961,0.753,0.446,-3.605,{3},104
72411,2uD8ezTUaLTtoqaXUiWPIR,Lune,Periphery,metalcore,38,0.851,134.99,0.337,0.488,-6.146,{3},104
72414,2eInKe5RkYZanyWtSn2THJ,B.D.K.I.A.F,The Amity Affliction,metalcore,27,0.962,158.002,0.301,0.37,-1.829,{3},11
72416,0fmwyv8VP8Jh71e87oCHv1,Through Struggle,As I Lay Dying,metalcore,54,0.976,180.372,0.531,0.195,-4.381,{3},11
72417,3XofThdII94fVjvIj2QUci,Broken,The Devil Wears Prada,metalcore,52,0.855,145.02,0.135,0.43,-5.104,{3},104
72418,6RcsAN8XF5KX6mMh6dum8e,Pittsburgh (No Intro),The Amity Affliction,metalcore,61,0.943,148.008,0.402,0.386,-3.033,{3},104
72419,56ys3vnzof78GFoD3lf09j,Poison Pen Letters,The Amity Affliction,metalcore,27,0.963,177.953,0.393,0.303,-1.689,{3},11
72420,1XK0SrwnujLMZv22WjVQU9,Tekkno Train,Electric Callboy,metalcore,65,0.87,145.02,0.541,0.538,-7.739,{3},104
72421,1be1JhmFD3qFqQ4BrDzcK6,Abandon Us,Bury Tomorrow,metalcore,58,0.978,138.236,0.189,0.417,-3.954,{3},104
72424,1tBghD5Z8rBeN7eHDXLamy,Hip To Be Scared [Feat. Jacoby Shaddix],Ice Nine Kills;Jacoby Shaddix,metalcore,64,0.862,182.115,0.526,0.276,-5.352,{3},11
72427,46xcK3IlceaiXFuzOaLysR,spit the bone,Architects,metalcore,0,0.85,124.597,0.361,0.323,-3.273,{3},104
72431,7xcLEBPMj4vLqoF13r2T3h,No End in Sight,Killswitch Engage,metalcore,28,0.983,120.048,0.253,0.531,-4.163,{3},104
72434,1pkL13XhGEPpCrswknIw9T,The Trauma Model,King 810,metalcore,28,0.881,128.078,0.375,0.665,-6.321,{3},104
72436,1NDLQvcwBgWn4Il3ex0kkH,born again pessimist,Architects,metalcore,0,0.9,151.988,0.468,0.473,-3.39,{3},104
72437,6m1mPWWQTiOp2Daf024oCW,all the love in the world,Architects,metalcore,0,0.906,161.787,0.48,0.386,-2.884,{3},11
72439,70rsxgG3v35GlBGUu3AsIY,The Bond,Stick To Your Guns,metalcore,27,0.978,140.06,0.164,0.283,-4.059,{3},11
72442,7DkN4oeXv2mqyPy0sJNrus,when we were young,Architects,metalcore,0,0.938,169.868,0.407,0.438,-3.011,{3},11
72450,5IBDi9cISbefMMtAB8syp3,Doomed - Live at the Royal Albert Hall,Bring Me The Horizon,metalcore,49,0.9,147.021,0.223,0.402,-6.444,{3},104
72451,6RObeP8IVb4X4nCLUCJ9Dx,Second & Sebring,Of Mice & Men,metalcore,16,0.973,133.286,0.186,0.273,-3.324,{3},11
72452,50NQdrO55nqwZrDwKny5NH,Not Good Enough For Truth In Cliché,Escape the Fate,metalcore,61,0.904,159.081,0.362,0.372,-4.438,{3},11
72454,6SeFPYWv9lIlSWanyEDYf5,Losing My Life,Falling In Reverse,metalcore,57,0.927,160.031,0.274,0.446,-3.727,{3},104
72455,2ZiJidFdQ30nVJEP4u44l3,Blank Space,I Prevail,metalcore,63,0.863,194.073,0.233,0.437,-5.28,{3},11
72460,6GR1sgN51rNrjhPVu0iEQA,Hollywood's Bleeding,Andrew Baena;Johnny Ciardullo,metalcore,50,0.898,134.062,0.127,0.347,-4.583,{3},104
72463,0FCY8j3JRrZ2ynRUdMK9pS,Obsolete,Of Mice & Men,metalcore,57,0.95,191.741,0.246,0.407,-6.998,{3},11
72464,3Wn52FjoUJClQOXwKePPp3,It's Over When It's Over,Falling In Reverse,metalcore,57,0.984,146.036,0.584,0.561,-2.626,{3},104
72466,2jzqAyRGrsWrt45t5kGmfi,Fever,Bullet For My Valentine,metalcore,52,0.964,173.054,0.289,0.438,-3.334,{3},11
72468,6Hye4TXeYUXzU0tWofYdhC,Lost in a Wave,LANDMVRKS,metalcore,55,0.944,147.001,0.289,0.192,-4.769,{3},11
72470,4rIoGk5qkn0yRDshvHVyjb,Glad You Came,We Came As Romans,metalcore,59,0.943,129.996,0.277,0.542,-4.168,{3},104
72476,3rNzTOKfz7jZ86io1m9W5V,Take Me First,Bad Omens,metalcore,57,0.871,164.148,0.434,0.414,-3.893,{3},11
72477,46cEIa1iQPSQLnPVP2hmVm,Jesse Intense,The Amity Affliction,metalcore,27,0.948,159.989,0.269,0.387,-2.458,{3},11
72482,3p7qbTzPf4jKeEEwy765sI,Impermanence,Architects;Winston McCall,metalcore,53,0.895,174.062,0.417,0.374,-4.073,{3},11
72486,0Tkgl0sQyr6QO0IGmS8aa5,Scoring The End Of The World (feat. Mick Gordon),Motionless In White;Mick Gordon,metalcore,57,0.972,172.124,0.397,0.383,-2.331,{3},11
72488,3ZykTVwx06JeQVVxUpiqxa,Chicago,The Devil Wears Prada,metalcore,26,0.857,146.937,0.11,0.436,-3.631,{3},104
72489,2918T2ucPJn7lIxP0IGZnW,The Violence,Asking Alexandria,metalcore,54,0.851,129.921,0.333,0.646,-4.22,{3},104
72493,5MbD9viR57TKyarUgkrJLm,R.I.T.,The Devil Wears Prada,metalcore,26,0.983,143.523,0.294,0.382,-2.395,{3},11
72494,5jBgbKKNSfE3JIixvDb4Jl,Forever Decay,The Devil Wears Prada,metalcore,27,0.983,184.907,0.334,0.163,-2.314,{3},11
72496,7k36eXkgB6aLVsdwvjWqUr,Freak Gasoline Fight Accident,It Dies Today,metalcore,28,0.916,132.577,0.335,0.285,-4.349,{3},104
72500,1qPlNM2FaEWCMSxpVR5XeH,Losing My Mind,Falling In Reverse,metalcore,54,0.894,148.0,0.41,0.544,-5.193,{3},104
72501,3UmbswqNgS7J4K6zpHfUB2,Leave Me,Heruin,metalcore,43,0.92,120.004,0.189,0.592,-5.223,{3},104
72508,2yAfzkn1JFekLsqVDDualq,Like A Villain,Bad Omens,metalcore,55,0.918,154.963,0.392,0.457,-4.51,{3},104
72513,7yhN7C46ts8tAKHoNRrBL6,Daggers,We Came As Romans;Zero 9:36,metalcore,57,0.961,148.016,0.427,0.435,-3.658,{3},104
72514,0CrJVibIdsL6mqmYI9R9hc,Seen It All Before,Bring Me The Horizon,metalcore,53,0.948,135.068,0.176,0.398,-3.981,{3},104
72515,1ZJNyOtk0bdYbPi1zlyFj5,Visceral,I Prevail,metalcore,59,0.946,155.004,0.471,0.446,-4.598,{3},104
72518,0JX13l9ixwzb9BBTG5vaNV,Let You Down (feat. Charlotte Sands),Sleeping With Sirens;Charlotte Sands,metalcore,58,0.941,174.024,0.624,0.439,-3.398,{3},11
72524,5OVb8VkoO9ZYG64ngOPZpW,Giving Blood,Architects,metalcore,52,0.877,136.984,0.199,0.448,-4.342,{3},104
72525,1cetZ53ybwRhTCi6N2KHTS,Long Live The King,I Prevail,metalcore,58,0.86,165.002,0.544,0.434,-5.757,{3},104
72528,6iyBH6S4HSfM5G8knOsdyt,Trashmouth,Vanna,metalcore,26,0.984,141.779,0.135,0.314,-4.426,{3},11
72529,2NT3vBkWwhfob1dtxY68uV,Let Me Fall Apart,Light The Torch,metalcore,56,0.88,154.997,0.212,0.431,-5.464,{3},104
72532,6w3hTgFYPaUo6WFz2tEOtX,Meltdown,Motionless In White,metalcore,59,0.987,154.08,0.206,0.453,-3.012,{3},104
72533,3iXNlPQNYPrtimAEM49PsG,Pump It,Electric Callboy,metalcore,63,0.896,174.073,0.437,0.448,-6.533,{3},11
72535,1fUacP7XP697l6ry01oO4d,Antivist,Bring Me The Horizon,metalcore,56,0.99,136.995,0.283,0.494,-2.28,{3},104
72537,1m2kn7VbKCD7jKaDq975SQ,Funeral Derangements,Ice Nine Kills,metalcore,62,0.98,158.042,0.309,0.338,-4.156,{3},11
72539,19JvAP6RDVLg1xJBeRLzje,Holdfast,The Devil Wears Prada,metalcore,26,0.986,170.034,0.45,0.411,-2.227,{3},11
72545,0nx5gQ8OhfYPQpQ3udfz8D,Nothing Visible; Ocean Empty,Every Time I Die,metalcore,27,0.94,177.407,0.562,0.208,-4.137,{3},11
72546,6lSS5pQ7NA0oqC2UU10fFK,"The Nature Of The Beast - Live in Worcester, MA / November 2019",Ice Nine Kills,metalcore,27,0.991,159.955,0.141,0.359,-4.225,{3},11
72550,50mHTNxev0bSYQhuAASe17,Parallels,As I Lay Dying,metalcore,49,0.97,200.005,0.0391,0.282,-4.086,{3},11
72551,3eJaCUXhOJsXy92dYGZ1uP,Sacrifice,The Devil Wears Prada,metalcore,52,0.962,173.942,0.147,0.221,-3.654,{3},11
72555,3Rho0TjpvbauID06XhM9aO,Self Medicated,Until I Wake,metalcore,56,0.96,144.98,0.254,0.438,-3.482,{3},104
72557,1s1G7P7dp7M5v8Jo4ZikMT,Gravity,Holding Absence,metalcore,55,0.92,172.053,0.246,0.389,-6.02,{3},11
72562,6yHx2dNnWb1fEChGoulEVc,No Way Out,Bullet For My Valentine,metalcore,51,0.994,140.053,0.19,0.441,-4.138,{3},104
72563,09TYM8GCSYtQmpaXe8kYuK,Blood Eagle,Periphery,metalcore,40,0.982,124.94,0.0877,0.492,-5.251,{3},104
72564,4vVzmaBsxXuKrJeMSLRF4y,Drag the Lake,The Amity Affliction,metalcore,58,0.904,133.973,0.343,0.498,-6.351,{3},104
72567,3fnqNxjN7o0tJe7zOQZV68,Catastrophist,Trivium,metalcore,55,0.965,157.102,0.488,0.263,-4.25,{3},11
72570,1yz9WlBMOrYZ9o9B0cyFvG,The Bright Side of Suffering,Scary Kids Scaring Kids,metalcore,28,0.941,174.107,0.116,0.33,-5.714,{3},11
72579,5h8lsxmbPSzGPLS4cVfdiu,Careful What You Wish For,Bad Omens,metalcore,54,0.964,145.039,0.116,0.398,-3.738,{3},104
72582,0wXK5IepYKg2qfpCAoSsqC,The Same Graceful Wind,Vanna,metalcore,26,0.988,124.741,0.11,0.345,-4.912,{3},104
72583,5ALX6hYJfLLtp98KqC0Y3j,Like Napalm,Parkway Drive,metalcore,59,0.927,142.038,0.371,0.44,-2.716,{3},104
72584,2ClgEn1FZxchrqRZ04JZzj,Slaughterhouse (feat. Bryan Garris Of Knocked Loose),Motionless In White;Bryan Garris;Knocked Loose,metalcore,59,0.987,149.992,0.153,0.304,-2.578,{3},11
72590,7CFCPxGWl38dV0Zg9eHD6q,All Before,3 Pill Morning,metalcore,28,0.967,170.074,0.436,0.407,-4.559,{3},11
72591,6i262UpOYbVOFh88NU0SZc,Mary Shelley,Callejon,metalcore,28,0.93,148.251,0.0549,0.33,-4.513,{3},11
72593,4Ksp9EVleo4VxPeOFkczMs,"1958 - Live At The Capitol / Ocala, FL / January 5, 2008",A Day To Remember,metalcore,27,0.955,155.389,0.235,0.242,-8.131,{3},11
72594,0d64ZVyTAex5f4zPw6zKj5,"Your Number's Up - Live in Worcester, MA / November 2019",Ice Nine Kills,metalcore,27,0.957,157.886,0.138,0.254,-5.473,{3},11
72596,4TQKV9htVjvvFl6Anq0u9x,boogeymen,King 810,metalcore,27,0.963,127.005,0.436,0.575,-3.049,{3},104
72597,25Dz0Jc4HF0MlZKKofj2Ug,"SAVAGES - Live in Worcester, MA / November 2019",Ice Nine Kills,metalcore,27,0.998,130.985,0.0945,0.225,-3.331,{3},11
72600,4nsRC5m6nhWEGytiaDgewc,Shade Astray,Invent Animate,metalcore,49,0.958,164.02,0.184,0.405,-5.668,{3},11
72601,75IgEto7grPuLZpqr1L1kQ,HELL TO HAVE YOU,Our Last Night;Sam Tinnesz,metalcore,50,0.92,135.031,0.474,0.412,-3.434,{3},104
72604,38YYxh8T6zcXpuUpjrai5b,"ob-la-di, ob-la-die",Stain the Canvas;Call Me Karizma,metalcore,50,0.968,166.049,0.393,0.475,-3.999,{3},11
72606,09TkAVCSopkrzLli1RwRHx,Ветивер (feat. polnalyubvi),Wildways;polnalyubvi,metalcore,37,0.863,155.073,0.476,0.33,-4.987,{3},11
72607,7kmrqM46LuMVbDjYyKIum8,P.O.W.,Bullet For My Valentine,metalcore,46,0.931,130.73,0.232,0.317,-4.808,{3},104
72609,5V2okh49WkuGz0IvnRuqWL,The Void Stares Back,Enter Shikari;WARGASM (UK),metalcore,53,0.913,136.066,0.588,0.554,-4.262,{3},104
72610,4EllS6NXwCOggtnnBqByNd,Warrior,Atreyu;Travis Barker,metalcore,55,0.908,154.958,0.296,0.528,-4.243,{3},104
72611,2j02RtZz6v53FRw4oWliZf,BURN IT,FEVER 333,metalcore,56,0.959,130.017,0.426,0.591,-3.074,{3},104
72612,11zEEKMORg4bIyGZ9HpkKz,Warrior (feat. Travis Barker),Atreyu;Travis Barker,metalcore,53,0.908,154.958,0.296,0.528,-4.243,{3},104
72617,64bYbVvaukSYcWrUrO6klS,Complete Collapse,Sleeping With Sirens,metalcore,57,0.945,163.081,0.491,0.416,-3.641,{3},11
72618,42lC6bnDdAjRqZtsFe1tmg,The Arms of Sorrow,Killswitch Engage,metalcore,53,0.963,123.981,0.16,0.499,-2.729,{3},104
72619,4FtWn9oF9YneHguKyz6YYJ,The Negative,I Prevail,metalcore,58,0.933,137.912,0.481,0.549,-4.177,{3},104
72624,4IX6QvjOI62tyHigVsTUlv,Have Faith In Me,A Day To Remember,metalcore,65,0.933,149.996,0.715,0.507,-4.7,{3},104
72625,1ViiOKBUbJY69lSrRTbDXi,Death Roll,Wage War,metalcore,53,0.975,122.021,0.14,0.507,-3.346,{3},104
72627,2zy79BntQ1kumEUeqM5O84,Nothing Left,As I Lay Dying,metalcore,56,0.979,183.905,0.0547,0.388,-4.389,{3},11
72628,117dUlDYv881YSA31Ijicy,Three Wishes,Dance Gavin Dance,metalcore,27,0.92,143.983,0.774,0.525,-3.903,{3},104
72631,47IWLfIKOKhFnz1FUEUIkE,A Boy Brushed Red Living In Black And White,Underoath,metalcore,62,0.932,169.881,0.445,0.419,-3.604,{3},11
72632,0sZ7125n1GTxvrq0anThNy,The Shower Scene,Ice Nine Kills,metalcore,64,0.944,176.021,0.453,0.376,-4.053,{3},11
72635,0Slixd3mfdLlfx5twxD1DZ,Leatherneck,Every Time I Die,metalcore,26,0.98,162.304,0.224,0.312,-4.211,{3},11
72639,7kgDuEKh17vT0ehHkkfrzC,Blitzkreuz,Callejon,metalcore,28,0.941,125.014,0.223,0.42,-3.35,{3},104
72640,56gzM6oiWJG9V3yRuZSd9A,"Rocking The Boat - Live in Worcester, MA / November 2019",Ice Nine Kills,metalcore,26,0.993,175.041,0.0957,0.273,-4.33,{3},11
72645,6F1eS1WdVNyrWmB6WGn7o0,Little Snakes,Protest The Hero,metalcore,28,0.981,139.94,0.404,0.537,-6.249,{3},104
72647,4Xb9sjEYMGmwTG0sGLHDvz,Taste Of Ashes,Straight Line Stitch,metalcore,27,0.972,163.972,0.253,0.432,-4.726,{3},11
72650,0N4Chp5oSV5c1PVAyX4A25,By Your Side,Awaken I Am,metalcore,52,0.972,158.083,0.782,0.462,-3.128,{3},104
72653,1xolJCHO0WZvqVdu6buLk7,Heartbeat Failing,Dead by April,metalcore,44,0.919,149.989,0.279,0.422,-4.168,{3},104
72655,3pkfVWPONcWQU5UAxWyALx,Snowblood,ERRA,metalcore,49,0.983,125.017,0.359,0.529,-3.186,{3},104
72656,5Ouuz2mxQIsBMC51fhVAbS,Disobey,Crystal Lake,metalcore,50,0.932,197.287,0.055,0.185,-7.117,{3},11
72659,6T38YYdc9GkLO07TRI3li2,Stuck In Your Head,I Prevail,metalcore,59,0.955,155.019,0.658,0.48,-3.702,{3},104
72660,3HhaSocKwTptze7PySNZlW,Paranoia,A Day To Remember,metalcore,62,0.992,149.859,0.344,0.409,-2.803,{3},104
72663,4DzJ41A6qR14hHtS1djvdX,Slaughterhouse (feat. Bryan Garris Of Knocked Loose),Motionless In White;Bryan Garris;Knocked Loose,metalcore,54,0.987,149.992,0.153,0.304,-2.578,{3},11
72667,2D4bN4PItz2a0bjLcVo1F7,No Matter,May of Sorrow,metalcore,26,0.968,174.927,0.141,0.243,-2.618,{3},11
72669,7LRotHDhVHU9FE7oWhuFTL,SYSTEMATIC,While She Sleeps,metalcore,53,0.961,130.038,0.441,0.528,-4.621,{3},104
72671,0OzpSEZ5rwwAu1JC2zRAvb,Secret Garden,Spiritbox,metalcore,14,0.922,140.492,0.317,0.368,-3.819,{3},104
72672,7H5q9RsWBDRrKq2qCdv2HG,Stabbing In The Dark,Ice Nine Kills,metalcore,60,0.943,164.954,0.293,0.345,-4.184,{3},11
72676,53H5pGyLQuwFrjHccWFs51,What's Said Is Done,Scary Kids Scaring Kids,metalcore,27,0.88,160.155,0.562,0.434,-5.401,{3},11
72677,7dKhRS5snEdePqcGhsX2YG,Indian Giver,Every Time I Die,metalcore,26,0.861,135.568,0.192,0.21,-4.898,{3},11
72680,6emZMVNvIxW57fhxPlyxLp,Pump It,Electric Callboy,metalcore,63,0.882,174.077,0.443,0.442,-7.551,{3},11
72681,2yyBCR1MRfvINVNwPa3CSV,Parallels,Fit For A King;Jeremy Gray,metalcore,25,0.933,199.814,0.376,0.331,-2.651,{3},11
72685,0AHHDAHFRaT82UVw5fMr1R,Vice Grip,Parkway Drive,metalcore,57,0.988,124.041,0.252,0.48,-3.229,{3},104
72686,3a42T6hM1K2goLTVXAAET9,"... And Then The Liver Screamed ""HELP!""",Chiodos,metalcore,27,0.979,179.998,0.435,0.414,-3.095,{3},11
72688,4gXw1eOFPD8ZpTWmmloJIR,Bleeding Mascara,Atreyu,metalcore,26,0.946,139.965,0.448,0.305,-4.714,{3},11
72694,3zSX5AEN95Iq7F5sr22TpB,"Why Walk On Water When We've Got Boats - Live At The Capitol / Ocala, FL / January 5, 2008",A Day To Remember,metalcore,26,0.989,132.133,0.0758,0.345,-7.755,{3},104
72697,0kCvcwqG6vNLR3NxZyiK2m,Become The Fuse,Hatebreed,metalcore,26,0.972,170.084,0.729,0.496,-3.501,{3},11
72700,55IUgJ0tuT3vGrwrB3RzBm,Yours,Earthists.,metalcore,19,0.888,122.981,0.595,0.516,-5.386,{3},104
72701,6zYsGB0XlAAsHIm7uSgt0J,STAY,Our Last Night,metalcore,50,0.974,170.041,0.324,0.439,-2.938,{3},11
72702,7oib44NmCMvGNWnDDJjv5C,NO WAY OUT,The Word Alive,metalcore,52,0.92,156.991,0.518,0.386,-2.906,{3},11
